timestamp,frame_num,robot_pos_x,robot_pos_y,robot_pos_z,robot_orient_w,robot_orient_x,robot_orient_y,robot_orient_z,object_pos_x,object_pos_y,object_pos_z,object_orient_w,object_orient_x,object_orient_y,object_orient_z,l1_distance_to_goal
0.000,0,-0.69994015,1.6747922,0.47959292,0.8363015,0.005971256,0.00649753,-0.54819876,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
0.570,1,-0.7190161,1.6694343,0.48410803,0.83811814,0.011961633,0.013333421,-0.5451947,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
0.908,2,-0.7425967,1.6433816,0.48694578,0.8379649,-0.0005441619,0.022850709,-0.54524523,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
1.228,3,-0.76671356,1.5863665,0.49916703,0.8374484,-0.002931165,0.039107833,-0.5451075,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
1.566,4,-0.7988119,1.508685,0.50383925,0.84165967,0.030865807,0.032995578,-0.53811496,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
1.923,5,-0.871245,1.4411356,0.5167728,0.84187526,0.02421865,0.015323593,-0.53891075,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
2.257,6,-0.9652886,1.3745958,0.5226281,0.8377834,0.018760286,0.009828756,-0.54559183,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
2.608,7,-1.040014,1.3313322,0.5229428,0.8236827,-0.007232009,0.009424335,-0.56692654,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
2.937,8,-1.0990093,1.3019934,0.5292973,0.7858523,-0.010146643,0.014584233,-0.61815906,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
3.288,9,-1.1464362,1.2811189,0.51810133,0.7274452,-0.007809097,0.008606608,-0.68606746,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
3.618,10,-1.1791313,1.2587069,0.5041567,0.66849107,-0.021034984,0.011245789,-0.7433377,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
3.955,11,-1.1986976,1.2308819,0.50446844,0.64433736,-0.016996816,0.0010828958,-0.76455176,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
4.313,12,-1.2213511,1.1945012,0.5184683,0.66241956,-0.0006319452,-0.008001889,-0.74909,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
4.751,13,-1.2501619,1.1383777,0.5251077,0.7066766,0.00047723943,-0.025062714,-0.7070926,-0.49884602427482605,-2.7190067768096924,0.3736889958381653,1.0,0.0,0.0,0.0,5.428556042514438
