timestamp,frame_num,robot_pos_x,robot_pos_y,robot_pos_z,robot_orient_w,robot_orient_x,robot_orient_y,robot_orient_z,object_pos_x,object_pos_y,object_pos_z,object_orient_w,object_orient_x,object_orient_y,object_orient_z,l1_distance_to_goal
0.000,0,3.2212596,-1.4666705,0.47626644,0.32533377,-0.007469265,0.0022639711,0.9455671,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
0.513,1,3.233254,-1.4550978,0.48183668,0.32312673,-0.014896,0.009153299,0.9461942,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
0.830,2,3.244655,-1.4260827,0.48373967,0.3207681,-0.01980667,0.00044404087,0.94695055,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
1.140,3,3.2501574,-1.3874766,0.49873653,0.32476366,-0.019961478,-0.010368092,0.94552773,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
1.434,4,3.2587504,-1.3550563,0.5086483,0.3381566,-0.009768193,0.0035806308,0.94103235,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
1.748,5,3.261565,-1.3309431,0.5127926,0.3909543,-0.008655818,0.0008431092,0.9203691,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
2.050,6,3.261731,-1.3116461,0.5080949,0.47171944,-0.0064142845,-0.010155242,0.8816669,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
2.360,7,3.2651672,-1.3000994,0.5078312,0.55747795,-0.0028194815,-0.009392651,0.8301339,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
2.643,8,3.268612,-1.2963895,0.5143196,0.63417804,0.0043709753,-0.0031644874,0.7731682,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
2.941,9,3.2700415,-1.2918966,0.5265103,0.707434,0.0014762908,0.00054140383,0.70677775,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
3.254,10,3.2691486,-1.2869631,0.528769,0.77390134,0.002087211,0.004287924,0.63328826,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
3.574,11,3.268083,-1.2833755,0.5196051,0.83209604,-0.0021704368,0.0011957514,0.5546261,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
3.877,12,3.2658622,-1.2805172,0.51441896,0.8825047,-0.008299636,-0.0049512335,0.47020435,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
4.187,13,3.2618563,-1.2768579,0.5112851,0.91934526,-0.008488156,-0.01356712,0.3931262,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
4.501,14,3.2702966,-1.2738379,0.5164769,0.92671776,0.0004308906,-0.003292237,0.3757435,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
4.803,15,3.308715,-1.265252,0.5247044,0.9283716,0.00735757,-0.00046529813,0.37158015,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
5.112,16,3.3775916,-1.2512835,0.5245426,0.92940015,0.014569969,-3.5666344e-05,0.36878604,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
5.420,17,3.4563408,-1.220477,0.51048946,0.93102556,0.009218223,-0.0013043515,0.3648352,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
5.721,18,3.5430274,-1.153264,0.4946485,0.9239698,0.0012536577,-0.012453499,0.38226065,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
6.024,19,3.6483917,-1.0463552,0.49289516,0.9067435,-0.011447598,0.0113904625,0.4213733,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
6.400,20,3.7450929,-0.92054445,0.48769978,0.8739832,0.0050426326,0.012770132,0.4857623,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
6.781,21,3.8304787,-0.76522243,0.48941743,0.8455889,-0.0038479988,-0.0012321022,0.5338193,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
7.148,22,3.9062562,-0.5906701,0.4921661,0.821646,-0.0044733644,0.0017029379,0.5699781,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
7.549,23,3.9639068,-0.40744656,0.49469483,0.7936746,0.004691292,-0.015875185,0.6081174,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
7.920,24,4.0155544,-0.2138137,0.50297177,0.78409684,0.010801405,-0.013246943,0.62040305,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
8.237,25,4.0652556,-0.020629227,0.50373757,0.7822548,-0.003835351,-0.00048725097,0.6229467,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
8.552,26,4.1132197,0.16969776,0.5024527,0.7821632,0.00079663715,-0.006629985,0.62303776,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
8.858,27,4.160123,0.37746412,0.5076809,0.7805949,-0.0030607241,0.0019206112,0.62502694,2.9030401706695557,1.3728053569793701,0.46899452805519104,1.0,-1.736535949484511e-08,1.5660085164619845e-07,0.001139947120204812,7.510351733465954
