timestamp,frame_num,robot_pos_x,robot_pos_y,robot_pos_z,robot_orient_w,robot_orient_x,robot_orient_y,robot_orient_z,object_pos_x,object_pos_y,object_pos_z,object_orient_w,object_orient_x,object_orient_y,object_orient_z,l1_distance_to_goal
0.000,0,-1.926892,2.47379,0.47817037,0.8231108,0.0036234607,0.0053526177,-0.56784415,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
0.589,1,-1.9183893,2.4558508,0.48302782,0.83578604,0.01182333,0.005689209,-0.5488986,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
1.021,2,-1.898232,2.4236531,0.5030818,0.8672642,0.014299041,-0.0021303107,-0.49763834,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
1.433,3,-1.8624432,2.3737636,0.5155925,0.9058976,0.014038244,-0.021408243,-0.42272225,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
1.848,4,-1.8135694,2.310122,0.51361585,0.9424394,0.009255848,-0.022023676,-0.3335226,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
2.276,5,-1.7355415,2.26093,0.50485605,0.969625,-0.01200426,-0.018983409,-0.24356332,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
2.703,6,-1.6169913,2.2254546,0.5018838,0.98843056,-0.02432004,-0.008180374,-0.14948806,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
3.113,7,-1.4626423,2.1975017,0.49383342,0.9978572,-0.008259645,0.014595105,-0.06324485,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
3.542,8,-1.3018037,2.192059,0.48154673,0.9995547,0.0004446945,-0.0039913296,0.02957033,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
3.960,9,-1.1239173,2.2239492,0.48815995,0.9933513,0.014844713,-0.012627533,0.11346096,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
4.377,10,-0.9482803,2.2846358,0.4942609,0.98004854,0.0025585585,-0.01819294,0.1979079,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
4.800,11,-0.7826051,2.3785446,0.4977398,0.9589446,-0.0025674854,-0.022260299,0.2827071,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
5.226,12,-0.6186634,2.4960155,0.49086145,0.93468803,-0.011340222,0.0104216365,0.35513517,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
5.677,13,-0.47807682,2.62199,0.47762865,0.91378826,-0.02359748,-0.0048014917,0.40547654,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
6.109,14,-0.34705034,2.7752705,0.48294353,0.9091235,-0.034353327,0.00038852912,0.41510755,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
6.542,15,-0.22877508,2.91923,0.49107388,0.920448,-0.0078859255,-0.016619382,0.390432,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
6.972,16,-0.114337,3.0558255,0.49545023,0.9387996,0.0062053655,-0.03607728,0.342513,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
7.400,17,0.012619023,3.1788988,0.50964206,0.96239173,-0.008438317,-0.034379106,0.2693495,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
7.824,18,0.16715537,3.2784824,0.5212363,0.97861296,-0.007421136,-0.008837709,0.20538606,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
8.277,19,0.346485,3.3664448,0.5087157,0.9904774,0.0021268239,0.011095367,0.1372111,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
8.712,20,0.5218142,3.4205866,0.4922016,0.998369,0.0034520878,-0.00074330275,0.056982305,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
9.147,21,0.7136767,3.4336767,0.49180445,0.99970585,-0.008086328,-0.00829666,-0.021308126,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
9.584,22,0.90489393,3.411634,0.49980155,0.9950588,-0.01540091,-0.009399932,-0.09763463,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
10.021,23,1.1103208,3.357642,0.50265455,0.9867748,0.0019453858,0.005255165,-0.16200016,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
10.444,24,1.3059578,3.2886248,0.49164343,0.9786319,0.01490984,0.007738698,-0.20493264,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
10.919,25,1.493546,3.19905,0.48908377,0.9749413,0.038724,0.020412346,-0.21811299,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
11.372,26,1.6742605,3.1079006,0.4951894,0.9793709,0.042032488,0.006214587,-0.19755352,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
11.832,27,1.8541962,3.030993,0.5049737,0.98380464,0.012401657,-0.0067105964,-0.17868894,2.9522855281829834,0.5740180015563965,0.3701704740524292,1.0,1.5821100326200757e-09,5.906860070680593e-08,0.002562818649682086,4.0869706245481074
